,Humidity,Wind Speed,Barometer,Dewpoint,Visibility,Heat Index,Last update,status,temp_in_F,temp_in_C
2,84%,Vrbl 5 mph,29.80 in (1009.1 mb),78°F (26°C),12.00 mi,93°F (34°C),"
            14 Feb 6:50 pm SST        ",Partly Cloudy,83°F,28°C
